,Feature,Value
3164,tRNA-specific adenosine-34 deaminase complex,0.0
3167,TSC1-TSC2 complex,0.0
3168,TTT complex,0.0
3169,Tubular endosome,0.0
3171,Tubulin folding cofactor complex,0.0
3172,Tubulobulbar complex,0.0
3158,Tripartite ATP-independent periplasmic transporter complex,0.0
2550,Presynaptic cytoskeleton,0.0
2551,Presynaptic cytosol,0.0
2552,Presynaptic density,0.0
2553,Presynaptic endocytic zone,0.0
2554,Presynaptic endocytic zone membrane,0.0
2555,Presynaptic endosome,0.0
2556,Presynaptic grid,0.0
2557,Presynaptic intermediate filament cytoskeleton,0.0
2559,Presynaptic periactive zone,0.0
2560,Primary cell wall,0.0
2857,Shelterin complex,0.0
2562,Primary dendrite,0.0
2563,Primary endosperm nucleus,0.0
2564,Primary lysosome,0.0
2565,Primary plasmodesma,0.0
2566,Primosome complex,0.0
2567,Procentriole,0.0
2568,Procentriole replication complex,0.0
2569,procollagen-proline 4-dioxygenase complex,0.0
2570,Prominosome,0.0
2571,Pronucleus,0.0
2572,Proplastid,0.0
2561,Primary cell wall cellulose synthase complex,0.0
2516,Postsynaptic endosome membrane,0.0
2517,Postsynaptic Golgi apparatus,0.0
2518,Postsynaptic intermediate filament cytoskeleton,0.0
2519,Postsynaptic membrane,0.0
2520,Postsynaptic recycling endosome,0.0
2521,Postsynaptic recycling endosome membrane,0.0
2522,Postsynaptic specialization,0.0
2523,Postsynaptic specialization membrane,0.0
2524,Postsynaptic specialization of symmetric synapse,0.0
2525,"Postsynaptic specialization, intracellular component",0.0
2526,Postsynaptic spectrin-associated cytoskeleton,0.0
2549,Presynaptic active zone membrane,0.0
1749,Lysosome,0.0
2531,PRC1 complex,0.0
2532,pre-B cell receptor complex,0.0
2535,pre-snoRNP complex,0.0
2536,pre-T cell receptor complex,0.0
2537,Precatalytic spliceosome,0.0
2539,Preprophase band,0.0
2544,Presynapse,0.0
2545,Presynaptic actin cytoskeleton,0.0
2546,Presynaptic active zone,0.0
2548,Presynaptic active zone dense projection,0.0
2529,potassium:proton exchanging ATPase complex,0.0
2606,Protein kinase 5 complex,0.0
2609,Protein N-acetylglucosaminyltransferase complex,0.0
2610,Protein phosphatase 4 complex,0.0
2611,Protein phosphatase inhibitor complex,0.0
2612,Protein phosphatase type 1 complex,0.0
2613,Protein phosphatase type 2A complex,0.0
2614,Protein serine/threonine phosphatase complex,0.0
2615,Protein storage vacuole,0.0
2616,Protein storage vacuole membrane,0.0
2617,Protein tyrosine phosphatase complex,0.0
2574,Prospore membrane,0.0
2620,protein-cysteine S-palmitoyltransferase complex,0.0
2622,protein-DNA-RNA complex,0.0
2624,protein-lipid-RNA complex,0.0
2626,Prothylakoid,0.0
2627,Prothylakoid membrane,0.0
2628,proton-transporting ATP synthase complex,0.0
2629,"proton-transporting ATP synthase complex, catalytic core F(1)",0.0
2630,"proton-transporting ATP synthase complex, coupling factor F(o)",0.0
2631,"proton-transporting ATP synthase, catalytic core",0.0
2632,"proton-transporting ATP synthase, stator stalk",0.0
2633,proton-transporting two-sector ATPase complex,0.0
2618,protein-carbohydrate complex,0.0
2575,Prospore membrane leading edge,0.0
2576,Protease inhibitor complex,0.0
2578,Proteasome activator complex,0.0
2580,Proteasome core complex,0.0
2581,"Proteasome core complex, alpha-subunit complex",0.0
2582,"Proteasome core complex, beta-subunit complex",0.0
2584,"Proteasome regulatory particle, base subcomplex",0.0
2585,"Proteasome regulatory particle, lid subcomplex",0.0
2586,Proteasome storage granule,0.0
2587,proteasome-activating nucleotidase complex,0.0
2589,Protein aggregate center,0.0
2605,Protein histidine kinase complex,0.0
2592,Protein C inhibitor-coagulation factor Xa complex,0.0
2593,Protein C inhibitor-coagulation factor XI complex,0.0
2594,Protein C inhibitor-KLK3 complex,0.0
2595,Protein C inhibitor-plasma kallikrein complex,0.0
2596,Protein C inhibitor-PLAT complex,0.0
2597,Protein C inhibitor-PLAU complex,0.0
2598,Protein C inhibitor-thrombin complex,0.0
2599,Protein C inhibitor-TMPRSS11E complex,0.0
2600,Protein C inhibitor-TMPRSS7 complex,0.0
2602,Protein complex involved in cell-cell adhesion,0.0
2604,Protein farnesyltransferase complex,0.0
2591,Protein C inhibitor-coagulation factor V complex,0.0
2441,Plastid thylakoid,0.0
2442,Plastid thylakoid lumen,0.0
2443,Plastid thylakoid membrane,0.0
2444,plastid-encoded plastid RNA polymerase complex,0.0
2445,plastid-encoded plastid RNA polymerase complex A,0.0
2446,plastid-encoded plastid RNA polymerase complex B,0.0
2447,Plastoglobule,0.0
2449,Platelet alpha granule lumen,0.0
2450,Platelet alpha granule membrane,0.0
2451,Platelet dense granule,0.0
2515,Postsynaptic endosome,0.0
2453,Platelet dense granule membrane,0.0
2454,Platelet dense tubular network,0.0
2455,Platelet dense tubular network membrane,0.0
2456,Platelet glycocalyx,0.0
2457,Platelet SNARE complex,0.0
2459,platelet-derived growth factor receptor-ligand complex,0.0
2460,Pleated septate junction,0.0
2461,plus-end kinesin complex,0.0
2462,PML body,0.0
2463,PNGase complex,0.0
2464,Podocyte foot,0.0
2452,Platelet dense granule lumen,0.0
2416,Plasma membrane respiratory chain complex I,0.0
2417,Plasma membrane respiratory chain complex II,0.0
2418,Plasma membrane signaling receptor complex,0.0
2419,Plasma membrane-derived chromatophore,0.0
2420,Plasma membrane-derived chromatophore membrane,0.0
2421,Plasma membrane-derived thylakoid membrane,0.0
2422,Plasmodesma,0.0
2423,Plasmodesmatal desmotubule,0.0
2424,Plasmodesmatal endoplasmic reticulum,0.0
2425,Plasmodesmatal plasma membrane,0.0
2426,Plastid,0.0
2440,Plastid stroma,0.0
2428,Plastid chromosome,0.0
2429,Plastid envelope,0.0
2430,Plastid inner membrane,0.0
2431,Plastid intermembrane space,0.0
2432,Plastid large ribosomal subunit,0.0
2433,Plastid membrane,0.0
2434,Plastid mRNA editing complex,0.0
2435,Plastid nucleoid,0.0
2436,Plastid outer membrane,0.0
2437,Plastid pyruvate dehydrogenase complex,0.0
2439,Plastid small ribosomal subunit,0.0
2427,Plastid acetyl-CoA carboxylase complex,0.0
2493,Polytene chromosome puff,0.0
2494,Pore complex,0.0
2495,Porosome,0.0
2496,Porous cell septum,0.0
2497,post-anaphase array microtubule,0.0
2498,post-anaphase microtubule array,0.0
2499,post-lysosomal vacuole,0.0
2500,post-mRNA release spliceosomal complex,0.0
2501,post-spliceosomal complex,0.0
2502,Posterior cell cortex,0.0
2465,Podocyte primary projection,0.0
2504,Postsynaptic actin cytoskeleton,0.0
2505,Postsynaptic cytoskeleton,0.0
2506,Postsynaptic cytosol,0.0
2507,Postsynaptic density,0.0
2508,Postsynaptic density membrane,0.0
2509,"Postsynaptic density, intracellular component",0.0
2510,Postsynaptic early endosome,0.0
2511,Postsynaptic early endosome membrane,0.0
2512,Postsynaptic endocytic zone,0.0
2513,Postsynaptic endocytic zone cytoplasmic component,0.0
2514,Postsynaptic endocytic zone membrane,0.0
2503,Postsynapse,0.0
2466,Podosome,0.0
2467,Podosome core,0.0
2468,Podosome ring,0.0
2469,Polar microtubule,0.0
2470,Polar nucleus,0.0
2471,Polar tube,0.0
2472,Polarisome,0.0
2474,Polkadots,0.0
2475,Pollen aperture,0.0
2476,Pollen coat,0.0
2477,Pollen tube,0.0
2492,Polytene chromosome interband,0.0
2479,Pollen wall,0.0
2480,Polyadic synapse,0.0
2481,Polycystin complex,0.0
2482,Polyhedral organelle,0.0
2483,Polyketide synthase complex,0.0
2484,Polymeric cytoskeletal fiber,0.0
2485,Polymeric IgA immunoglobulin complex,0.0
2486,Polyphosphate kinase complex,0.0
2489,Polytene chromosome,0.0
2490,Polytene chromosome band,0.0
2491,Polytene chromosome chromocenter,0.0
2478,Pollen tube tip,0.0
2779,S bouton,0.0
2782,S100A9 complex,0.0
2783,Sad1-Kms1 LINC complex,0.0
2784,SAGA complex,0.0
2786,SAM complex,0.0
2788,Sarcolemma,0.0
2789,Sarcomere,0.0
2790,Sarcoplasm,0.0
2791,Sarcoplasmic reticulum,0.0
2792,Sarcoplasmic reticulum lumen,0.0
2634,"proton-transporting two-sector ATPase complex, catalytic domain",0.0
2794,Sarcosine oxidase complex,0.0
2795,SAS acetyltransferase complex,0.0
2796,Satellite fibril,0.0
2797,SC5b-7 complex,0.0
2798,SCAR complex,0.0
2799,Scc2-Scc4 cohesin loading complex,0.0
2800,SCF ubiquitin ligase complex,0.0
2801,SCF-Cdc4 ubiquitin ligase complex,0.0
2802,SCF-Mdm30 ubiquitin ligase complex,0.0
2803,SCF-Skp2 ubiquitin ligase complex,0.0
2804,Schaffer axon collateral,0.0
2793,Sarcoplasmic reticulum membrane,0.0
2751,RNA polymerase V complex,0.0
2752,RNA-directed RNA polymerase complex,0.0
2754,RNP body,0.0
2755,Rod photoreceptor disc lumen,0.0
2756,Rod photoreceptor disc membrane,0.0
2757,Rod photoreceptor outer segment,0.0
2758,Rod spherule,0.0
2759,Root hair,0.0
2760,Root hair tip,0.0
2761,Rough endoplasmic reticulum,0.0
2762,Rough endoplasmic reticulum cisterna,0.0
2777,Ryanodine receptor complex,0.0
2764,Rough endoplasmic reticulum membrane,0.0
2765,RPAP3/R2TP/prefoldin-like complex,0.0
2766,RPB4-RPB7 complex,0.0
2768,Rpd3L-Expanded complex,0.0
2770,RQC complex,0.0
2771,RSC-type complex,0.0
2772,RSF complex,0.0
2773,RSP5-BUL ubiquitin ligase complex,0.0
2774,Ruffle,0.0
2775,Ruffle membrane,0.0
2776,Rvs161p-Rvs167p complex,0.0
2763,Rough endoplasmic reticulum lumen,0.0
2832,Septin cap,0.0
2833,Septin collar,0.0
2834,Septin complex,0.0
2836,Septin filament array,0.0
2838,SeqA-DNA complex,0.0
2839,Serine C-palmitoyltransferase complex,0.0
2841,serine-pyruvate aminotransferase complex,0.0
2842,serine-tRNA ligase complex,0.0
2843,serine-type endopeptidase complex,0.0
2844,serine-type peptidase complex,0.0
2805,Schaffer collateral - CA1 synapse,0.0
2846,Serotonergic synapse,0.0
2847,Serotonin receptor complex,0.0
2848,serotonin-activated cation-selective channel complex,0.0
2849,Set1C/COMPASS complex,0.0
2850,Set3 complex,0.0
2851,Sex chromatin,0.0
2852,Sexine,0.0
2853,Sexual spore wall,0.0
2854,Shc-EGFR complex,0.0
2855,Shc-Grb2-Sos complex,0.0
2856,sheet-forming collagen trimer,0.0
2845,serine/threonine protein kinase complex,0.0
2806,Schmidt-Lanterman incisure,0.0
2807,Schwann cell microvillus,0.0
2808,Scintillon,0.0
2809,Scrib-APC-beta-catenin complex,0.0
2810,Sculpture element,0.0
2812,Sec62/Sec63 complex,0.0
2813,Secondary cell wall,0.0
2814,Secondary cell wall cellulose synthase complex,0.0
2815,Secondary lysosome,0.0
2816,Secondary plasmodesma,0.0
2817,Secretory dimeric IgA immunoglobulin complex,0.0
2831,Septin band,0.0
2819,Secretory granule lumen,0.0
2820,Secretory granule membrane,0.0
2821,Secretory IgA immunoglobulin complex,0.0
2823,Seh1-associated complex,0.0
2824,Semaphorin receptor complex,0.0
2825,senescence-associated heterochromatin focus,0.0
2826,senescence-associated vacuole,0.0
2827,Sensory dendrite,0.0
2828,separase-securin complex,0.0
2829,Septal periplasm,0.0
2830,Septate junction,0.0
2818,Secretory granule,0.0
2665,Rad51B-Rad51C complex,0.0
2666,Rad51B-Rad51C-Rad51D-XRCC2 complex,0.0
2667,Rad51C-XRCC3 complex,0.0
2668,Rad6-Rad18 complex,0.0
2669,RAD6-UBR2 ubiquitin ligase complex,0.0
2670,Radial spoke,0.0
2671,Radial spoke head,0.0
2672,Radial spoke stalk,0.0
2674,Ras guanyl-nucleotide exchange factor complex,0.0
2675,RAVE complex,0.0
2750,RNA polymerase IV complex,0.0
2677,rDNA heterochromatin,0.0
2679,RecFOR complex,0.0
2680,Recombination nodule,0.0
2681,RecQ family helicase-topoisomerase III complex,0.0
2682,Recurrent axon collateral,0.0
2683,Recycling endosome,0.0
2684,Recycling endosome lumen,0.0
2685,Recycling endosome membrane,0.0
2687,RENT complex,0.0
2689,Replication fork protection complex,0.0
2690,Replication inhibiting complex,0.0
2676,RCAF complex,0.0
2635,"proton-transporting two-sector ATPase complex, proton-transport",0.0
2636,proton-transporting V-type ATPase complex,0.0
2637,"proton-transporting V-type ATPase, V0 domain",0.0
2638,"proton-transporting V-type ATPase, V1 domain",0.0
2639,ProVWX complex,0.0
2640,Proximal dendrite,0.0
2641,Proximal neuron projection,0.0
2642,Proximal portion of axoneme,0.0
2644,Pseudopodium,0.0
2645,Pseudopodium membrane,0.0
2646,PSI associated light-harvesting complex I,0.0
2664,Rad17 RFC-like complex,0.0
2649,Pterinosome,0.0
2651,PUMA-BCL-2 complex,0.0
2652,PUMA-BCL-xl complex,0.0
2653,Puncta adhaerentia,0.0
2656,pyrophosphate-dependent phosphofructokinase complex,0.0
2657,Pyroptosome complex,0.0
2658,pyrroline-5-carboxylate reductase complex,0.0
2659,Pyruvate dehydrogenase (lipoamide) phosphatase complex,0.0
2660,Pyruvate dehydrogenase complex,0.0
2661,Pyruvate kinase complex,0.0
2663,Rab-protein geranylgeranyltransferase complex,0.0
2647,PSII associated light-harvesting complex II,0.0
2717,Rhp55-Rhp57 complex,0.0
2718,Ribbon synapse,0.0
2719,Riboflavin synthase complex,0.0
2720,Ribonuclease H2 complex,0.0
2721,Ribonuclease III complex,0.0
2722,Ribonuclease MRP complex,0.0
2727,Ribose phosphate diphosphokinase complex,0.0
2730,Ribulose bisphosphate carboxylase complex,0.0
2731,Ric1-Rgp1 guanyl-nucleotide exchange factor complex,0.0
2732,Right caudal flagellum,0.0
2692,RES complex,0.0
2734,Right tetrad,0.0
2735,Ring centriole,0.0
2736,Ripoptosome,0.0
2737,RISC complex,0.0
2738,RISC-loading complex,0.0
2739,RITS complex,0.0
2740,Rix1 complex,0.0
2742,RNA N6-methyladenosine methyltransferase complex,0.0
2746,RNA polymerase II termination complex,0.0
2747,"RNA polymerase II, core complex",0.0
2749,RNA polymerase III complex,0.0
2733,Right nucleus,0.0
2693,Reservosome,0.0
2694,Reservosome lumen,0.0
2695,Reservosome matrix,0.0
2696,Reservosome membrane,0.0
2697,Respirasome,0.0
2698,Respiratory chain complex,0.0
2699,Respiratory chain complex I,0.0
2700,Respiratory chain complex II,0.0
2701,Respiratory chain complex III,0.0
2702,Respiratory chain complex IV,0.0
2703,"Retrograte transporter complex, Golgi to ER",0.0
2716,Rhoptry neck,0.0
2705,"retromer, cargo-selective complex",0.0
2706,"retromer, tubulation complex",0.0
2707,Retrotransposon nucleocapsid,0.0
2708,Retroviral intasome,0.0
2709,Rhabdomere,0.0
2710,Rhabdomere membrane,0.0
2711,Rhabdomere microvillus,0.0
2712,Rhino-Deadlock-Cutoff Complex,0.0
2713,Rhoptry,0.0
2714,Rhoptry lumen,0.0
2715,Rhoptry membrane,0.0
2704,Retromer complex,0.0
571,CoA-synthesizing protein complex,0.0
572,Coated membrane,0.0
573,Coated vesicle,0.0
575,CoB-CoM heterodisulfide reductase complex,0.0
576,Cobalamin transport complex,0.0
577,Cochlear hair cell ribbon synapse,0.0
578,cofilin-actin rod,0.0
580,Collagen anchoring fibril,0.0
581,Collagen and cuticulin-based cuticle extracellular matrix,0.0
582,Collagen beaded filament,0.0
583,Collagen network,0.0
1652,Kir2 inward rectifier potassium channel complex,0.0
585,Collagen trimer,0.0
586,Collagen type I trimer,0.0
587,Collagen type II trimer,0.0
588,Collagen type III trimer,0.0
589,Collagen type IV trimer,0.0
590,Collagen type IX trimer,0.0
591,Collagen type V trimer,0.0
592,Collagen type VI trimer,0.0
593,Collagen type VII anchoring fibril,0.0
594,Collagen type VII trimer,0.0
595,Collagen type VIII trimer,0.0
584,Collagen sheet,0.0
546,Clathrin complex,0.0
547,Clathrin vesicle coat,0.0
548,clathrin-coated endocytic vesicle,0.0
549,clathrin-coated endocytic vesicle membrane,0.0
550,clathrin-coated pit,0.0
551,clathrin-coated vesicle,0.0
552,clathrin-coated vesicle membrane,0.0
553,clathrin-sculpted acetylcholine transport vesicle,0.0
554,clathrin-sculpted acetylcholine transport vesicle membrane,0.0
555,clathrin-sculpted gamma-aminobutyric acid transport vesicle,0.0
556,clathrin-sculpted gamma-aminobutyric acid transport vesicle mem,0.0
570,CNTFR-CLCF1 complex,0.0
558,clathrin-sculpted glutamate transport vesicle membrane,0.0
559,clathrin-sculpted monoamine transport vesicle,0.0
560,clathrin-sculpted monoamine transport vesicle membrane,0.0
561,clathrin-sculpted vesicle,0.0
562,Cleavage apparatus septin structure,0.0
563,Cleavage body,0.0
564,Cleavage furrow,0.0
565,Climbing fiber,0.0
566,CLRC complex,0.0
567,Cluster of actin-based cell projections,0.0
569,Cnida,0.0
557,clathrin-sculpted glutamate transport vesicle,0.0
629,Contractile vacuole complex,0.0
630,Contractile vacuole pore,0.0
632,COPI vesicle coat,0.0
633,COPI-coated Golgi to ER transport vesicle,0.0
636,COPII vesicle coat,0.0
637,COPII vesicles tethering complex,0.0
638,COPII-coated ER to Golgi transport vesicle,0.0
639,Copper ion transmembrane transporter complex,0.0
640,Core primosome complex,0.0
641,Cornified envelope,0.0
642,Cortical actin cytoskeleton,0.0
596,Collagen type X trimer,0.0
644,Cortical endoplasmic reticulum,0.0
645,Cortical granule,0.0
646,Cortical layer of collagen and cuticulin-based cuticle extracel,0.0
647,Cortical Lewy body,0.0
648,Cortical microtubule,0.0
649,Cortical microtubule cytoskeleton,0.0
650,Cortical microtubule plus-end,0.0
651,CORVET complex,0.0
652,Costamere,0.0
653,Counting factor complex,0.0
654,CRD-mediated mRNA stability complex,0.0
643,Cortical cytoskeleton,0.0
597,Collagen type XI trimer,0.0
598,Collagen type XII trimer,0.0
599,Collagen type XIII trimer,0.0
600,Collagen type XIV trimer,0.0
601,Collagen type XV trimer,0.0
602,Collagen type XVI trimer,0.0
604,Columella,0.0
605,COMA complex,0.0
606,Commitment complex,0.0
607,Compact myelin,0.0
608,Complement component C1 complex,0.0
628,Contractile vacuole,0.0
612,Compound sieve plate,0.0
615,Condensed nuclear chromosome,0.0
617,Cone cell pedicle,0.0
618,Cone matrix sheath,0.0
619,Cone photoreceptor disc membrane,0.0
620,Cone photoreceptor outer segment,0.0
621,Cone telodendria,0.0
622,Connexin complex,0.0
623,Conoid,0.0
624,Contractile actin filament bundle,0.0
626,Contractile ring,0.0
627,Contractile vacuolar membrane,0.0
610,Complex laminated body,0.0
467,Chloroplast inner membrane,0.0
468,Chloroplast intermembrane space,0.0
469,Chloroplast large ribosomal subunit,0.0
470,Chloroplast membrane,0.0
471,Chloroplast nucleoid,0.0
472,Chloroplast outer membrane,0.0
473,Chloroplast outer membrane translocon,0.0
474,Chloroplast photosystem I,0.0
475,Chloroplast photosystem II,0.0
477,Chloroplast ribulose bisphosphate carboxylase complex,0.0
478,Chloroplast small ribosomal subunit,0.0
545,Clathrin coat of trans-Golgi network vesicle,0.0
481,Chloroplast stromal thylakoid,0.0
482,Chloroplast thylakoid,0.0
483,Chloroplast thylakoid lumen,0.0
484,Chloroplast thylakoid membrane,0.0
485,Chloroplast thylakoid membrane protein complex,0.0
486,Chloroplast vesicle,0.0
487,Chloroplastic endopeptidase Clp complex,0.0
488,Chlorosome,0.0
489,Chlorosome envelope,0.0
491,CHOP-ATF3 complex,0.0
492,CHRAC,0.0
479,Chloroplast starch grain,0.0
439,Central region of growth cone,0.0
440,Central vacuole,0.0
441,Centralspindlin complex,0.0
442,Centriolar satellite,0.0
443,Centriolar subdistal appendage,0.0
444,Centriole,0.0
445,Centrosomal corona,0.0
447,Cerebellar climbing fiber to Purkinje cell synapse,0.0
448,Cerebellar Golgi cell to granule cell synapse,0.0
449,Cerebellar granule cell to Purkinje cell synapse,0.0
450,Cerebellar mossy fiber,0.0
466,Chloroplast envelope,0.0
452,CGRP receptor complex,0.0
454,chaperone-mediated autophagy translocation complex,0.0
455,Chaperonin ATPase complex,0.0
456,chaperonin-containing T-complex,0.0
457,CHD-type complex,0.0
458,Checkpoint clamp complex,0.0
459,Chiasma,0.0
460,chitin-based extracellular matrix,0.0
461,Chitosome,0.0
464,Chloroplast ATP synthase complex,0.0
465,Chloroplast chromosome,0.0
451,CERF complex,0.0
522,Ciliary necklace,0.0
523,Ciliary neurotrophic factor receptor complex,0.0
524,Ciliary plasm,0.0
525,Ciliary pocket,0.0
526,Ciliary pocket collar,0.0
527,Ciliary pocket membrane,0.0
528,Ciliary rootlet,0.0
529,Ciliary shaft,0.0
530,Ciliary tip,0.0
531,Ciliary transition fiber,0.0
532,Ciliary transition zone,0.0
493,Chromaffin granule,0.0
534,Cilium,0.0
535,cis-Golgi network,0.0
536,cis-Golgi network membrane,0.0
537,CKM complex,0.0
538,Classical Lewy body,0.0
539,classical-complement-pathway C3/C5 convertase complex,0.0
540,Clathrin adaptor complex,0.0
541,Clathrin coat,0.0
542,Clathrin coat of coated pit,0.0
543,Clathrin coat of endocytic vesicle,0.0
544,Clathrin coat of synaptic vesicle,0.0
533,Ciliary vesicle,0.0
494,Chromaffin granule lumen,0.0
495,Chromaffin granule membrane,0.0
496,Chromatin,0.0
497,Chromatin lock complex,0.0
499,Chromatoid body,0.0
500,Chromocenter,0.0
501,Chromoplast,0.0
502,Chromoplast envelope,0.0
503,Chromoplast inner membrane,0.0
504,Chromoplast membrane,0.0
505,Chromoplast stroma,0.0
521,Ciliary membrane,0.0
508,Chromosome passenger complex,0.0
509,"chromosome, centromeric core domain",0.0
511,"chromosome, subtelomeric region",0.0
512,"chromosome, telomeric region",0.0
513,"chromosome, telomeric repeat region",0.0
514,Chylomicron,0.0
515,Chylomicron remnant,0.0
516,CIA complex,0.0
517,Ciliary basal body,0.0
518,Ciliary base,0.0
519,Ciliary cap,0.0
520,Ciliary inversin compartment,0.0
507,Chromosome,0.0
794,Dendritic spine,0.0
795,Dendritic spine cytoplasm,0.0
796,Dendritic spine head,0.0
797,Dendritic spine membrane,0.0
798,Dendritic spine neck,0.0
799,Dendritic spine origin,0.0
800,Dendritic tree,0.0
801,Dendritic tuft,0.0
802,Dense body,0.0
803,Dense core granule,0.0
804,Dense core granule lumen,0.0
655,Creatine kinase complex,0.0
807,Dense nuclear body,0.0
809,Derlin-1 retrotranslocation complex,0.0
810,Derlin-1-VIMP complex,0.0
811,Desmosome,0.0
812,Deuterosome,0.0
813,DiaA complex,0.0
814,Diamine N-acetyltransferase complex,0.0
815,Dihydrolipoyl dehydrogenase complex,0.0
816,Dimeric IgA immunoglobulin complex,0.0
817,Dimethyl sulfoxide reductase complex,0.0
818,Dinoflagellate cingulum,0.0
805,Dense core granule membrane,0.0
767,D-amino-acid dehydrogenase complex,0.0
768,DAPK1-calmodulin complex,0.0
769,DASH complex,0.0
770,Dbf4-dependent protein kinase complex,0.0
771,DBIRD complex,0.0
772,Dcp1-Dcp2 complex,0.0
773,death-inducing signaling complex,0.0
774,Decaprenyl diphosphate synthase complex,0.0
776,Deep fiber,0.0
777,Dehydrodolichyl diphosphate synthase complex,0.0
778,Delta DNA polymerase complex,0.0
792,Dendritic microtubule,0.0
780,Dendriole,0.0
782,Dendrite cytoplasm,0.0
783,Dendrite membrane,0.0
784,Dendrite terminus,0.0
785,Dendritic branch,0.0
786,Dendritic branch point,0.0
787,Dendritic cell dendrite,0.0
788,Dendritic filopodium,0.0
789,Dendritic growth cone,0.0
790,Dendritic knob,0.0
791,Dendritic lamellar body,0.0
779,Delta1 complex,0.0
851,DNA topoisomerase IV complex,0.0
852,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) ",0.0
854,DNA-dependent protein kinase-DNA ligase 4 complex,0.0
856,DnaA-DiaA complex,0.0
857,DnaA-DnaB-DnaC complex,0.0
858,DnaA-Hda complex,0.0
859,DnaA-oriC complex,0.0
860,DnaB helicase complex,0.0
861,DnaB-DnaC complex,0.0
862,DnaB-DnaG complex,0.0
863,Doa10p ubiquitin ligase complex,0.0
819,Dinoflagellate epicone,0.0
866,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pm,0.0
867,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-_1,0.0
868,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p ho,0.0
870,Dolipore septum,0.0
871,Dom34-Hbs1 complex,0.0
872,Dopaminergic synapse,0.0
873,Dosage compensation complex,0.0
874,DPS complex,0.0
875,Dsc E3 ubiquitin ligase complex,0.0
877,Dsl1/NZR complex,0.0
878,DUBm complex,0.0
865,dolichyl-phosphate-mannose-protein mannosyltransferase complex,0.0
820,Dinoflagellate hypocone,0.0
821,Dinoflagellate peduncle,0.0
822,Dinoflagellate sulcus,0.0
823,Discoidal high-density lipoprotein particle,0.0
824,Distal axon,0.0
825,Distal dendrite,0.0
826,Distal portion of axoneme,0.0
828,Divisome complex,0.0
829,DNA bending complex,0.0
830,DNA gyrase complex,0.0
831,DNA helicase A complex,0.0
850,DNA topoisomerase III-beta-TDRD3 complex,0.0
834,DNA ligase IV complex,0.0
835,DNA methyltransferase complex,0.0
836,DNA packaging complex,0.0
838,DNA polymerase III complex,0.0
839,DNA polymerase processivity factor complex,0.0
840,DNA polymerase V complex,0.0
841,DNA recombinase auxiliary factor complex,0.0
842,DNA recombinase complex,0.0
843,DNA recombinase mediator complex,0.0
846,DNA replication factor C complex,0.0
847,DNA replication factor C core complex,0.0
849,DNA replication termination region,0.0
833,DNA ligase III-XRCC1 complex,0.0
684,Cyanelle stroma,0.0
685,Cyanelle thylakoid,0.0
686,Cyanelle thylakoid membrane,0.0
687,Cyanosome,0.0
688,cyclic-nucleotide phosphodiesterase complex,0.0
689,Cyclin A1-CDK1 complex,0.0
690,Cyclin A1-CDK2 complex,0.0
691,Cyclin A2-CDK1 complex,0.0
692,Cyclin A2-CDK2 complex,0.0
693,Cyclin B1-CDK1 complex,0.0
694,Cyclin B2-CDK1 complex,0.0
766,Cytostome,0.0
696,Cyclin D1-CDK6 complex,0.0
697,Cyclin D2-CDK4 complex,0.0
698,Cyclin D2-CDK6 complex,0.0
699,Cyclin D3-CDK4 complex,0.0
700,Cyclin D3-CDK6 complex,0.0
701,Cyclin E1-CDK2 complex,0.0
702,Cyclin E2-CDK2 complex,0.0
703,Cyclin K-CDK12 complex,0.0
704,Cyclin K-CDK13 complex,0.0
705,cyclin-dependent protein kinase activating kinase holoenzyme co,0.0
708,Cyst wall,0.0
695,Cyclin D1-CDK4 complex,0.0
656,CRLF-CLCF1 complex,0.0
657,Crystalloid,0.0
658,CSF1-CSF1R complex,0.0
659,CST complex,0.0
660,CTDK-1 complex,0.0
661,Ctf18 RFC-like complex,0.0
662,CUGBP1-eIF2 complex,0.0
663,Cul2-RING ubiquitin ligase complex,0.0
664,Cul3-RING ubiquitin ligase complex,0.0
665,Cul4-RING E3 ubiquitin ligase complex,0.0
666,Cul4A-RING E3 ubiquitin ligase complex,0.0
683,Cyanelle membrane,0.0
668,Cul5-RING ubiquitin ligase complex,0.0
669,Cul7-RING ubiquitin ligase complex,0.0
670,Cul8-RING ubiquitin ligase complex,0.0
673,Curli,0.0
674,Curli secretion complex,0.0
675,Cus cation efflux complex,0.0
676,Cuticular plate,0.0
677,Cvt complex,0.0
678,Cvt vesicle,0.0
679,Cvt vesicle membrane,0.0
681,Cyanelle envelope,0.0
682,Cyanelle inner membrane,0.0
667,Cul4B-RING E3 ubiquitin ligase complex,0.0
738,Cytoplasmic side of late endosome membrane,0.0
739,Cytoplasmic side of lysosomal membrane,0.0
740,Cytoplasmic side of membrane,0.0
741,Cytoplasmic side of mitochondrial outer membrane,0.0
742,Cytoplasmic side of nuclear pore,0.0
743,Cytoplasmic side of plasma membrane,0.0
744,Cytoplasmic side of rough endoplasmic reticulum membrane,0.0
746,Cytoplasmic U snRNP body,0.0
747,Cytoplasmic ubiquitin ligase complex,0.0
