gene,label
ARHGAP12,NE
HHAT,NE
RAB11B,NE
PGM1,NE
DAAM1,NE
ATL2,E
POTED,NE
MED20,E
PLAGL2,NE
FAM50A,E
HERC4,NE
RFX4,NE
SESN1,NE
AP2A2,NE
ZNF575,NE
PRPS1L1,NE
RPS6KA3,NE
BTBD2,NE
CERK,NE
UNC45B,NE
ANXA7,NE
H1-2,NE
TMCO1,NE
MRTFB,NE
INSM1,NE
OCRL,NE
WDR72,NE
BICD1,NE
ANKRD36,NE
MUL1,NE
PARP3,NE
HOXA2,NE
TRIM41,NE
HAGH,NE
MGAM,NE
HINT2,NE
FAF1,NE
ASB18,NE
APOB,NE
GOLGA3,NE
SNX12,NE
NOS2,NE
TSR2,E
IFT46,NE
ZBTB33,NE
FGF4,NE
DHCR24,NE
PYGL,NE
DNAJB5,NE
HOXA9,NE
PPARGC1B,NE
TEX2,NE
EDARADD,NE
HSPA12B,NE
RAC2,NE
BOLA3,NE
PRKN,NE
HIVEP2,NE
BCOR,NE
ITGA6,NE
LRMDA,NE
ATG4B,NE
NCK1,NE
CENPX,NE
ALG1L1P,NE
SRRM1,E
PDIA5,NE
SPTBN1,NE
EMC7,E
WDR90,NE
ATF5,NE
PYGB,NE
ERP29,NE
TIMM17B,NE
NXT2,NE
RNF41,NE
LRRC49,NE
GEMIN4,E
ABI3,NE
LCK,NE
MCU,NE
SGK2,NE
FBXL15,NE
AIF1L,NE
STXBP1,NE
USH1G,NE
NARF,NE
UPF3B,NE
BIRC3,NE
EMD,NE
COPS7B,NE
FASLG,NE
VPS37C,NE
BACE1,NE
GCM1,NE
GABARAPL1,NE
TMX3,NE
PPIL3,NE
RPGR,NE
RABL6,NE
DUSP28,NE
OGFOD1,NE
CELF5,NE
ZNF747,NE
LUM,NE
TBC1D2,NE
SS18,NE
PRKCA,NE
POU4F1,NE
TJP1,NE
TDRD7,NE
PRDM1,NE
ANKRD45,NE
MYO5B,NE
BRCC3,NE
ZNF322,NE
PIGA,NE
RCOR3,NE
NR1H3,NE
DLX6,NE
ZNF512,NE
SNX8,NE
MICU1,NE
TGM2,NE
CAMKMT,NE
FDXACB1,NE
VTA1,NE
LRRN4,NE
ALKBH1,NE
TMEM14B,NE
HOPX,NE
ARHGDIA,NE
GIT2,NE
TRIM56,NE
PPP1R3B,NE
ARL13B,NE
PRKCZ,NE
PJA2,NE
SOCS3,NE
NUDT2,NE
SPOPL,NE
TNS3,NE
HCFC2,NE
C9orf72,NE
PPP1R16B,NE
ATP13A3,NE
RHOD,NE
EGLN3,NE
DAPK1,NE
POGZ,NE
TCF4,NE
ZSCAN21,NE
H1-4,NE
GRAP,NE
HPGDS,NE
DFFB,NE
ZNF792,NE
ZNF17,NE
KIF15,NE
TOMM7,NE
WNT9B,NE
MKRN2,NE
RIOX2,NE
GAPVD1,NE
BCAT1,NE
H1-3,NE
PASK,NE
ANKRD50,NE
TRIM7,NE
L3MBTL4,NE
CLINT1,NE
DCAF11,NE
FZD7,NE
DNAH9,NE
SRC,NE
LRFN3,NE
DPCD,NE
CINP,E
TBX4,NE
ALX1,NE
LRCH3,NE
ZNF232,NE
PVALB,NE
ZFYVE1,NE
INSIG2,NE
TNFRSF10A,NE
AP1S2,NE
POLR3G,NE
DIP2B,NE
CHMP2B,NE
RUNX1T1,NE
NFIL3,NE
ZNF219,NE
CDX1,NE
HPS3,NE
KLHL24,NE
ZNF773,NE
ARK2C,NE
RAB2B,NE
RHOQ,NE
SYNE2,NE
MACF1,NE
DFFA,NE
CREBL2,NE
CASP6,NE
ANKRD20A4P,NE
ARIH2,NE
ZNF778,NE
AGA,NE
ANGEL2,NE
MAPK4,NE
STK38,NE
ZNF48,NE
HDHD5,NE
KRT18,NE
ACAA1,NE
EGR3,NE
ZNF732,NE
IFIT2,NE
RRAGB,NE
ACAD10,NE
ZNF543,NE
TGFBI,NE
CHMP2A,E
GID4,NE
ZBTB40,NE
KLHL7,NE
TRMT1L,NE
PJA1,NE
SEPTIN9,NE
METTL16,E
ZFP64,NE
NIPSNAP2,NE
AKAP1,NE
EVPL,NE
LRFN4,NE
ZBTB48,NE
SSH1,NE
UBQLNL,NE
FBXL22,NE
MMS22L,E
NME9,NE
UNCX,NE
PACS2,NE
ASAP2,NE
FLNC,NE
ZNF354B,NE
MBP,NE
PRKAG3,NE
ANKRD30B,NE
ASNSD1,NE
BAD,NE
PDLIM5,NE
ZNF451,NE
GYS1,NE
LDHC,NE
FBXL13,NE
NUS1,E
CNDP2,NE
MVD,E
XPO6,NE
LYN,NE
RBM4B,NE
ARAP1,NE
PAX8,NE
GNAS,NE
FANK1,NE
IFNB1,NE
CDX4,NE
MAP1LC3C,NE
CISH,NE
PAIP1,NE
GLS2,NE
PLAGL1,NE
PYROXD2,NE
AASS,NE
ACOT13,NE
FRY,NE
CASP10,NE
RHOG,NE
SCMH1,NE
MOS,NE
RHOF,NE
ZNF142,NE
PAN3,NE
ZNF175,NE
HOXA5,NE
TRIM65,NE
NAA11,NE
KLF3,NE
COX6A1,NE
AMER1,NE
HOXC12,NE
ZSCAN4,NE
NFE2,NE
ADK,NE
PBX3,NE
BMP7,NE
MYO1G,NE
CALCOCO2,NE
GDNF,NE
NRIP1,NE
ZNF808,NE
LARP4,NE
TSR3,NE
ZNF43,NE
EPHA2,NE
PI4K2A,NE
ZNF75A,NE
RCN1,NE
PIP5KL1,NE
BTK,NE
DNAH2,NE
HESX1,NE
ATP6V0A4,NE
STK17A,NE
ZNF24,NE
FOXN4,NE
CSRP2,NE
CHRNE,NE
VAPA,NE
SMO,NE
FGF8,NE
TRIP4,NE
PCBP3,NE
RHOT2,NE
SNX4,NE
ARHGAP35,NE
HAND2,NE
CTH,NE
PRDX5,NE
STRN,NE
DLL4,NE
JPT2,NE
OTX1,NE
ZNF607,NE
PROM1,NE
DNMBP,NE
DCTD,NE
SMUG1,NE
FBXL20,NE
GAS8,NE
RHOXF1,NE
ATP12A,NE
ZIC5,NE
ZNF319,NE
NPHP4,NE
FOSB,NE
NR2C2,NE
TRIM2,NE
PPM1E,NE
HAS1,NE
FAHD1,NE
ACTN2,NE
S100B,NE
CLTA,NE
ALKBH3,NE
CTDSPL,NE
TGIF2LX,NE
BBX,NE
NR2F6,NE
CPT1A,NE
RTN3,NE
ZNF496,NE
PRDM16,NE
GOLT1A,NE
PAX6,NE
CSDC2,NE
AGL,NE
INTS5,E
ZNF416,NE
LRRC40,NE
AMN1,NE
KDM3A,NE
ALDH5A1,NE
NR1H2,NE
EHD1,NE
ZNF408,NE
SPRY1,NE
TPTE2,NE
PDLIM7,NE
ZNF585A,NE
CSF1R,NE
FGGY,NE
PNPLA6,NE
RBCK1,NE
PACSIN3,NE
TM9SF2,NE
PLOD1,NE
DLG3,NE
ARFGAP1,NE
PDGFA,NE
ZNF610,NE
NPSR1,NE
FURIN,NE
ATP5MC1,NE
WDR45B,NE
ZNF823,NE
CTSL,NE
RSBN1,NE
FOXP1,NE
RHBDL3,NE
OCA2,NE
TFAP2A,NE
CDK5RAP1,NE
RNF185,NE
FKBP15,NE
S100A4,NE
STAT6,NE
KIAA1549,NE
FUNDC1,NE
CIDEA,NE
TRIM45,NE
HSPA12A,NE
WIPF2,NE
RAB4A,NE
GRHPR,NE
YAF2,NE
CRBN,NE
PTK6,NE
PTRHD1,NE
IBSP,NE
VPS52,E
CA2,NE
FZD10,NE
HACL1,NE
DMBX1,NE
ARL11,NE
DIP2A,NE
TTC8,NE
DNAH7,NE
PNPO,NE
GANAB,NE
AP4E1,NE
PYCR2,NE
MPLKIP,NE
MDH1,NE
WDR89,NE
ARHGEF1,NE
ZNF347,NE
POLR2J2,E
STX12,NE
ITGA2B,NE
EIF4EBP2,NE
FBXL16,NE
KLHL15,NE
FLT1,NE
LOX,NE
LRRC28,NE
SAAL1,NE
LRRC10B,NE
PRKCD,NE
MCIDAS,NE
THNSL1,NE
RABGAP1L,NE
BCAP31,NE
DNAAF1,NE
SLC25A46,NE
ZNF57,NE
CAPN1,NE
MYO18B,NE
FEZF2,NE
SUFU,NE
ELAVL4,NE
SYAP1,NE
HIF3A,NE
ABCC3,NE
CNN1,NE
UTP25,E
ZNF513,NE
HOXA6,NE
APLF,NE
HIVEP3,NE
TOLLIP,NE
DECR1,NE
KLF15,NE
SLC25A11,NE
EPO,NE
STK3,NE
SPOUT1,E
OSBP,E
DAW1,NE
MPRIP,NE
RFX5,NE
KRT5,NE
NR3C2,NE
ZNF256,NE
TFPI,NE
ECI1,NE
FSCN1,NE
INTS3,E
CPEB1,NE
RAB22A,NE
FZD8,NE
TGFB1I1,NE
RTN4,NE
ZSCAN22,NE
IL1B,NE
PGAM4,NE
ARHGAP5,NE
CHKB,NE
RGPD8,NE
STARD9,NE
CUX2,NE
ADA2,NE
P4HA1,NE
PHACTR4,NE
IVNS1ABP,NE
TRIM5,NE
DHCR7,NE
ZNF490,NE
CCT8L2,NE
COX15,E
PPAN,E
GMFB,NE
TOMM40L,NE
IHH,NE
HSPB3,NE
ALPL,NE
ALG3,NE
VDR,NE
RASL11A,NE
DYNC2I2,NE
PBX4,NE
SIVA1,NE
EXOC6,NE
HOXB1,NE
VPS13A,NE
ZNF716,NE
TESK2,NE
VPS26B,NE
TBRG1,NE
L3MBTL3,NE
ZNF431,NE
METTL2B,NE
AHNAK,NE
TULP3,NE
MARK4,NE
ZNF16,NE
PNPLA2,NE
TRAPPC6A,NE
NT5C2,NE
PCK2,NE
RAB40AL,NE
NFIX,NE
EPM2A,NE
PLCG2,NE
ADAM17,NE
MEIG1,NE
MAP7D1,NE
PIGG,NE
TMX1,NE
BCL7B,NE
HOXB2,NE
ASB10,NE
ZNF7,NE
HMGA1,NE
PHF11,NE
MTFR2,NE
HMX2,NE
TRIM4,NE
FGF20,NE
REM2,NE
IFRD1,NE
ALDH1A1,NE
COX17,E
STK36,NE
TNRC18,NE
LPXN,NE
AKT1S1,NE
FEZF1,NE
ARFGAP2,NE
AAMP,E
ARFGAP3,NE
PSME2,NE
DGKQ,NE
KIF13A,NE
PFN2,NE
PTH,NE
POC1B,NE
PTDSS2,NE
PBDC1,NE
HOXD1,NE
CPEB3,NE
EAF2,NE
RASL12,NE
FBXO28,NE
TLR9,NE
NUDT8,NE
FLAD1,NE
RNF6,NE
ZNF443,NE
BZW2,NE
RFX6,NE
APEH,NE
FDPS,E
ZNF695,NE
SFXN1,NE
EDN1,NE
PDP1,NE
PACSIN2,NE
FOSL2,NE
ZMYND11,NE
VCAM1,NE
GEMIN7,NE
ASB4,NE
RAB8A,NE
ZFYVE19,NE
VMP1,E
EXD2,NE
ZNF284,NE
PNP,NE
CIC,NE
MIXL1,NE
ERGIC1,NE
TNNC2,NE
GPX1,NE
PTPMT1,E
VTI1B,NE
MZT2B,NE
PPM1K,NE
MAPK8IP3,NE
OTX2,NE
MARK3,NE
ROR2,NE
TNF,NE
SIX4,NE
DTD1,NE
ZNF606,NE
STK24,NE
BNIP3L,NE
KLHL29,NE
KIAA0586,NE
ALG5,NE
RMI2,NE
TRAF3IP1,NE
EN1,NE
LRRFIP2,NE
ARL10,NE
NR4A1,NE
MTRR,NE
CCN1,NE
SFI1,NE
ONECUT1,NE
ZNF497,NE
BBS1,NE
THADA,NE
CDH17,NE
CSK,NE
GPD2,NE
GCG,NE
BIN1,NE
OSBPL2,NE
MST1R,NE
ZNF687,NE
NOMO1,NE
KCNQ4,NE
HEATR5B,NE
RAC3,NE
PRAM1,NE
ZNF589,NE
PPP3CC,NE
ZNF578,NE
SIAH2,NE
OSBPL11,NE
DRGX,NE
ACSS1,NE
OSBPL1A,NE
TNK2,NE
MZT2A,NE
EPN2,NE
DNAH10,NE
STAT2,NE
ZNF425,NE
GOLGA2,NE
GCM2,NE
DNAH5,NE
NUP210L,NE
MARCHF2,NE
TOMM20L,NE
UBE2J2,NE
PCSK9,NE
APOO,NE
ZNF419,NE
PCMTD1,NE
ELF5,NE
GGA1,NE
RAP2C,NE
NUP62CL,NE
FBXO8,NE
PIP5K1B,NE
TRIP6,NE
COG4,E
ANKRD37,NE
ZCCHC13,NE
ZNF679,NE
TFEB,NE
ZBTB38,NE
POMT1,NE
CD82,NE
G6PC1,NE
ALDH9A1,NE
PAM16,E
RCAN3,NE
SAV1,NE
ATPAF1,NE
VASP,NE
ACOX1,NE
ACADM,NE
TMBIM6,NE
UCHL1,NE
DUS1L,NE
IRX4,NE
GFAP,NE
NUDT7,NE
ELL3,NE
DUXA,NE
ATPSCKMT,NE
DCP1B,NE
RAB14,NE
GCLM,NE
SOX13,NE
SAMD4A,NE
ZNF555,NE
ZNF337,NE
RAB25,NE
DST,NE
ASCL2,NE
GGA2,NE
TPBG,NE
BDNF,NE
HSBP1,NE
H1-5,NE
IRF7,NE
DIP2C,NE
ATP8B1,NE
PEX19,NE
CISD2,NE
ADRB2,NE
ZKSCAN7,NE
WDR70,E
ZNF473,NE
ABCB1,NE
ZNF358,NE
YIF1B,NE
MAP1B,NE
UBR3,NE
DOP1B,NE
NGF,NE
ZNF691,NE
ZNF680,NE
CNIH1,NE
PCGF5,NE
ZNF829,NE
CLPTM1,NE
IFT43,NE
MAP3K5,NE
CHCT1,NE
ACAP3,NE
KIF1C,NE
ADAM10,NE
FA2H,NE
ZNF70,NE
ZNF253,NE
F3,NE
IRAK1,NE
LRRC20,NE
FES,NE
TTLL10,NE
SPIRE1,NE
DUSP19,NE
HOOK2,NE
ZNF77,NE
LUZP1,NE
HOMER1,NE
POTEC,NE
SOX12,NE
TNIP2,NE
ZNF567,NE
EPHB3,NE
HNF1A,NE
HOOK3,NE
KHDRBS3,NE
NOG,NE
CDC42SE2,NE
ERI3,NE
TSKU,NE
ATP6V1C2,NE
THUMPD3,NE
HAO1,NE
ONECUT2,NE
SNAP29,NE
MMP9,NE
STK32A,NE
SIX1,NE
NHLRC1,NE
MLYCD,NE
IKZF3,NE
SEC14L1,NE
HERPUD1,NE
ACAT2,NE
METTL15,NE
PAX1,NE
UPRT,NE
RBPMS,NE
ZNF222,NE
GBE1,NE
ZNF10,NE
UCP1,NE
AGK,NE
PPP1R13L,NE
HTRA3,NE
DNPEP,NE
MKRN1,NE
ACSS2,NE
MAPT,NE
ERC1,NE
MAP3K13,NE
FOXD4L5,NE
KIF26B,NE
HIF1AN,NE
ZNF770,NE
TLR3,NE
TNFRSF8,NE
NKX2-3,NE
SLC25A10,NE
ZYG11B,NE
ZNF224,NE
HOXB13,NE
REEP5,NE
ASCL1,NE
TAB2,NE
TMED4,NE
GHITM,NE
ZNF521,NE
FBXO43,NE
GBA1,NE
TOMM6,NE
NEUROD1,NE
ATP11A,NE
ATP13A2,NE
ZNF836,NE
CPSF4L,NE
CYTH2,NE
HOXD3,NE
TPP2,NE
EMC9,NE
ZSCAN5A,NE
PHYH,NE
SLC25A17,NE
CALML3,NE
EFNB1,NE
TGFB2,NE
PGAP6,NE
ACP1,NE
SOX18,NE
ISOC2,NE
SORD,NE
CIDEC,NE
PITX1,NE
LRRC24,NE
SEC23IP,NE
DNAJC22,NE
CPEB4,NE
EFCAB11,NE
ACSF2,NE
PLCG1,NE
IRF4,NE
GSTCD,NE
FUCA1,NE
HERC3,NE
SPIRE2,NE
ARHGAP1,NE
COQ9,NE
RPS6KA5,NE
SLX1B,NE
TNFSF11,NE
ZNF597,NE
CBR3,NE
ABCD3,NE
COASY,E
HGF,NE
GMDS,NE
TMEM259,NE
PRKAB2,NE
SCAND1,NE
PPL,NE
ZNF565,NE
TCERG1L,NE
DUSP7,NE
HIGD1A,NE
HAND1,NE
ALDH1A3,NE
SAP30L,NE
TSC22D1,NE
RSPH6A,NE
DAB2,NE
NUDT12,NE
ZNF611,NE
UPP1,NE
AP3S2,NE
NR2E1,NE
RNASET2,NE
TOM1,NE
AGFG2,NE
POU3F1,NE
VAV1,NE
TACC1,NE
ZDHHC17,NE
COTL1,NE
FNIP1,NE
AKR1B1,NE
RND3,NE
TSPO,NE
TAX1BP3,NE
CAMKK1,NE
STRADA,NE
ITSN1,NE
NYX,NE
HOXD11,NE
HOXA3,NE
ATF6,NE
MYL3,NE
ZNF837,NE
NEK4,NE
LHX6,NE
RASL10A,NE
FAM98A,NE
TBX19,NE
AFP,NE
ARPC4,E
FKRP,NE
CAPN2,NE
IFT52,NE
CD40,NE
MYO6,NE
SERPINE1,NE
THRB,NE
METTL27,NE
SIM1,NE
PAFAH1B3,NE
PODNL1,NE
RWDD1,NE
ZFP30,NE
TTC16,NE
CAPN12,NE
HTRA4,NE
TBC1D10A,NE
RAB40C,NE
TKTL2,NE
ASB5,NE
RAP1GDS1,NE
FHL2,NE
IDH3G,NE
CRABP1,NE
SHH,NE
UBASH3B,NE
KCTD19,NE
CLYBL,NE
NET1,NE
ERAS,NE
CDADC1,NE
RNF216,NE
ZNF652,NE
KDM4D,NE
ZNF524,NE
NGFR,NE
RHOBTB2,NE
GABARAPL2,NE
ELF4,NE
ZSWIM5,NE
BLVRA,NE
PPP1R27,NE
ZNF813,NE
DLL3,NE
GPD1,NE
NTN1,NE
HADH,NE
ZNF765,NE
RAB39A,NE
STX7,NE
TAX1BP1,NE
NKD1,NE
FGD6,NE
MYD88,NE
GLUD2,NE
ZNF532,NE
PGAM5,NE
LDB3,NE
ADIPOQ,NE
TTC7B,NE
ZNF14,NE
HMX3,NE
IQGAP2,NE
ALLC,NE
TTLL12,NE
GALNT12,NE
C7orf50,NE
SCYL3,NE
KCNG2,NE
EHD4,NE
SEC31B,NE
HAAO,NE
PNPLA7,NE
UBXN4,NE
PRODH,NE
ANKRD12,NE
DAG1,NE
ALDH7A1,NE
TNNT2,NE
HMBOX1,NE
COX7A2L,NE
ALK,NE
SPOCD1,NE
TREX1,NE
TMEM126B,NE
SDC1,NE
VPS8,NE
RP2,NE
TACO1,NE
ZFAND2B,NE
TRIM50,NE
ATXN1L,NE
NPAS2,NE
TMEM11,NE
PPIP5K1,NE
DCTPP1,NE
EYA1,NE
CNPPD1,NE
AKTIP,NE
IFNAR1,NE
RCBTB2,NE
OSGEPL1,NE
FHOD1,NE
ZC2HC1A,NE
EPHX2,NE
MOK,NE
ETV3,NE
ZNF706,NE
TMEM208,NE
AMPD2,NE
CDK5R1,NE
FAH,NE
ANKRD16,NE
ATG5,NE
FMNL2,NE
NANOS3,NE
ZNF689,NE
DERL3,NE
F2,NE
CC2D2A,NE
PLPBP,NE
PGAM2,NE
DMXL2,NE
FOXR1,NE
FTH1,NE
METTL22,NE
CCS,NE
ZNF566,NE
BNIP2,NE
ZRANB1,NE
FGF9,NE
MYL4,NE
APLP2,NE
ATP6V1E2,NE
LCOR,NE
CHRD,NE
ENDOV,NE
OPTN,NE
EPOR,NE
RAB39B,NE
LHX2,NE
DUS2,NE
MEFV,NE
TBC1D12,NE
TGFB3,NE
SSR3,NE
LYRM7,NE
KCND3,NE
BCL11A,NE
TRAK1,NE
PAX2,NE
ZNF41,NE
POFUT2,NE
TAGLN2,NE
AOPEP,NE
ACBD5,NE
ZNF493,NE
ATP5IF1,NE
CLEC16A,NE
GNA11,NE
PDXDC1,NE
TRIM31,NE
HOXC4,NE
LGMN,NE
RHOC,NE
NANOS1,NE
ZHX2,NE
PDPN,NE
R3HCC1L,NE
CENPP,NE
CACUL1,NE
RHEBL1,NE
HSPB2,NE
TUB,NE
PTDSS1,NE
NEUROG2,NE
KLHDC9,NE
HERC6,NE
EFHD2,NE
IRX2,NE
GSTT2B,NE
MYO18A,NE
ZNF197,NE
KCND1,NE
TBC1D2B,NE
PPP3CA,NE
PGLS,NE
MYL9,NE
ARHGEF18,NE
DNAJC18,NE
ATP4A,NE
PKD1,NE
PAK1,NE
AMACR,NE
MYLK3,NE
TCP10L3,NE
CCDC77,NE
TBC1D20,NE
ACADS,NE
LEPR,NE
ZNF415,NE
SP5,NE
LDHAL6B,NE
ARHGEF10,NE
SOX6,NE
FGFR4,NE
BIN3,NE
AP1S1,NE
DCUN1D5,NE
ZSCAN18,NE
PDK4,NE
PAPSS2,NE
PLD2,NE
ZNF729,NE
CKAP4,NE
ANKRD1,NE
TSSK3,NE
YY1AP1,NE
RIPK2,NE
DACT1,NE
SLC2A4,NE
TTC32,NE
RNF157,NE
HMGCS1,E
YIF1A,NE
EXOG,NE
APBB1,NE
MOCS2,NE
OPA3,NE
EPHB2,NE
DNAI2,NE
VWCE,NE
ARL8A,NE
ZNF181,NE
ANK3,NE
CORO1C,NE
GANC,NE
MAP4K3,NE
ADI1,NE
PLOD3,NE
AP4B1,NE
ZNF700,NE
ATG12,NE
TRIB1,NE
RBKS,NE
BLMH,NE
MYPN,NE
IFIT3,NE
BTG2,NE
CRYZL1,NE
ZNF587B,NE
LMX1A,NE
PCSK7,NE
CLIP4,NE
ZNF12,NE
ZNF107,NE
FIZ1,NE
IRF2BPL,NE
EPN1,NE
NUCB1,NE
HSPB8,NE
SSR2,NE
MMD,NE
MTF1,NE
TBC1D17,NE
DNAJC12,NE
ZNF91,NE
NODAL,NE
UBN1,NE
CCDC88A,NE
CALB1,NE
ERN2,NE
SLX1A,NE
CNBD2,NE
TLR6,NE
TTR,NE
ADRB1,NE
MBD3L1,NE
SETD6,NE
TMTC1,NE
ZNF771,NE
CZIB,NE
DCUN1D1,NE
RAB43,NE
GNB2,NE
MYL6B,NE
TACC2,NE
DELE1,NE
MGRN1,NE
ZNF250,NE
ARL16,NE
DTNBP1,NE
CFTR,NE
TBC1D22A,NE
PPP1R3F,NE
TMEM14A,NE
PARD6A,NE
SLC7A1,NE
ZNF492,NE
STXBP3,NE
ZNF613,NE
MOSPD1,NE
RHOV,NE
OVOL1,NE
COQ10B,NE
RNF130,NE
ME2,NE
DBNL,NE
HES3,NE
ZNF696,NE
NAPEPLD,NE
CALD1,NE
ZNF90,NE
NEIL1,NE
EML6,NE
FGF1,NE
MBNL2,NE
COL1A2,NE
TBC1D30,NE
CDH5,NE
GOLGA5,NE
CIB1,NE
HOXA10,NE
PDZD2,NE
MCUR1,NE
OCM2,NE
NOX4,NE
IRAK2,NE
RHOXF2B,NE
ZNF737,NE
LRRC4,NE
KDELR1,NE
ZNF875,NE
ZNF45,NE
MYO1F,NE
NDFIP1,NE
GSTO1,NE
PTK2B,NE
ABCA1,NE
RASA1,NE
OTC,NE
KCNA5,NE
ACOT2,NE
ZNF701,NE
FTO,NE
RNF213,NE
COMMD10,NE
IGFALS,NE
PMF1,E
ARL5C,NE
CSTB,NE
NCS1,NE
VCAN,NE
TBX20,NE
BCKDK,NE
NDUFAF2,NE
MAEL,NE
CD47,NE
BMF,NE
CKAP2,NE
MKS1,NE
RUFY1,NE
GALM,NE
ACVR1C,NE
AMH,NE
ZNF169,NE
ZNF317,NE
EVI5,NE
TIAM1,NE
SH3BP5,NE
PPP2R2C,NE
MYL6,NE
ITGAE,NE
RMDN3,NE
FKBP11,NE
SPEG,NE
LHX4,NE
TFF1,NE
BBOX1,NE
NAGPA,NE
NFIA,NE
MAGI1,NE
SDHAF1,NE
ZBTB8A,NE
CLHC1,NE
CRYL1,NE
HADHB,NE
ARL6IP4,NE
HMCES,NE
POFUT1,NE
ZNF227,NE
DNAJC14,NE
ZFAND1,NE
PIN4,NE
SPP1,NE
ITM2B,NE
PAWR,NE
RAB6A,NE
PARP12,NE
TRIM26,NE
PALS1,NE
HSFX1,NE
ZNF781,NE
PLIN3,NE
PKDREJ,NE
IFT81,NE
RYR1,NE
GOLGA1,NE
TNFRSF1A,NE
CAST,NE
TRADD,NE
ZNF526,NE
PKP2,NE
ZNF500,NE
MYO7A,NE
PEBP4,NE
ICAM1,NE
DPF3,NE
STON2,NE
COPS7A,NE
IRF2,NE
ITGAM,NE
CRIPTO,NE
SMAP2,NE
TGDS,NE
DCAF12L2,NE
NOXA1,NE
MYRF,NE
SORBS1,NE
PRAME,NE
EDEM3,NE
ENAH,NE
TRIM21,NE
AGMAT,NE
ACAN,NE
ADAT1,NE
MAGED2,NE
ZBTB6,NE
NCSTN,NE
SATB1,NE
GLRX2,NE
ZNF709,NE
HECW1,NE
ALDOC,NE
NCF1,NE
TLR4,NE
PRKACA,NE
OMA1,NE
RTN4IP1,NE
TMEM14C,NE
FTL,NE
IL5,NE
ZNF23,NE
HBA2,NE
SVIL,NE
PLD1,NE
ZCCHC10,NE
ZNF549,NE
ZNF19,NE
TMTC2,NE
DHRSX,NE
ZNF721,NE
FBXW4,NE
DLX4,NE
HAS3,NE
ZNF845,NE
ZMAT3,NE
ESPN,NE
BCL10,NE
UROS,NE
RAB31,NE
ERBB4,NE
ZNF560,NE
TBC1D15,NE
TNIP1,NE
CARD11,NE
SLX4IP,NE
DDO,NE
EDEM1,NE
CISD1,NE
PFKFB4,NE
ZNF710,NE
GDF5,NE
DNM3,NE
ATP6V1B1,NE
ASB6,NE
XPO4,NE
CCNP,NE
PAX9,NE
ZNF740,NE
PIK3R2,NE
PGM2L1,NE
UBXN2A,NE
ZNF331,NE
ABCD4,NE
DSPP,NE
ZNF669,NE
DPP3,NE
CRB1,NE
RASD2,NE
HENMT1,NE
ECT2L,NE
PUS10,NE
CUTA,NE
PPT1,NE
FOXN1,NE
PPP1R16A,NE
MYLK,NE
ZNF35,NE
RAB17,NE
AGPAT3,NE
GPATCH2L,NE
MTX1,NE
LDB2,NE
CDR2L,NE
PPP2R2B,NE
SLC25A15,NE
FNDC3A,NE
VPS13C,NE
RBFOX3,NE
TRIP10,NE
PSKH1,NE
ERLIN2,NE
HMGN5,NE
DNAJC30,NE
SFTPC,NE
BGLAP,NE
GLIS3,NE
CYP26B1,NE
TSSC4,NE
ZNF491,NE
ZBTB39,NE
CTLA4,NE
NIT1,NE
HOXB7,NE
WASHC3,NE
ALDH3A2,NE
MLXIPL,NE
ZNF764,NE
JAZF1,NE
ZNF621,NE
N4BP1,NE
CD63,NE
AK5,NE
ANAPC11,E
PRKG1,NE
ZNF615,NE
GCNA,NE
MSC,NE
MINDY1,NE
CHMP1A,NE
KRT7,NE
MEIS2,NE
GUCY1A1,NE
CITED1,NE
RAB21,NE
SPG11,NE
CAMSAP2,NE
L2HGDH,NE
ELF2,NE
GPHN,NE
VPS25,E
FCHO2,NE
TYW1,NE
ANXA6,NE
VPS37B,NE
ADAD2,NE
GMPPA,NE
DNAI1,NE
ZBED4,NE
ZNF454,NE
HOXD8,NE
TGM5,NE
PEMT,NE
IFT56,NE
ZNF827,NE
ADH5,NE
CERS4,NE
FMN2,NE
AKR1A1,NE
ZNF605,NE
BHLHE41,NE
TTLL9,NE
NR0B2,NE
LPCAT1,NE
RXRB,NE
GBX1,NE
SCAMP2,NE
ACOT9,NE
ATOH1,NE
MON1B,NE
SLC11A2,NE
FRZB,NE
RSAD1,NE
ZBTB42,NE
ZNF750,NE
KIAA2013,NE
PPHLN1,NE
THNSL2,NE
PEG10,NE
LRRC10,NE
RNF152,NE
DPF1,NE
GREM1,NE
SNAPIN,NE
SH3RF1,NE
TBX15,NE
PARD3,NE
TYR,NE
PCMTD2,NE
ZFAND2A,NE
IER3,NE
NUDCD1,NE
SEPTIN11,NE
APIP,NE
USP35,NE
GNAQ,NE
CRYZ,NE
COA6,NE
PGRMC1,NE
ZNF879,NE
NECAP1,NE
MFHAS1,NE
HOXB6,NE
LIMS1,NE
LETM2,NE
FBXO45,NE
PEX12,NE
COMTD1,NE
RNF169,NE
ARAP2,NE
TOB1,NE
TRIM59,NE
PDIA2,NE
PITHD1,NE
ZFYVE9,NE
SLX9,NE
CORO1A,NE
DPRX,NE
ZSCAN2,NE
EHHADH,NE
MSMO1,NE
CABLES2,NE
ASPH,NE
PPIC,NE
ATP2B4,NE
SQOR,NE
FEV,NE
HOXD9,NE
LMO7,NE
IRX5,NE
HEYL,NE
NSMAF,NE
DMD,NE
ECHDC1,NE
TECPR2,NE
CBR1,NE
HMX1,NE
