,Feature,Importance
2133,Noc complex,8.974358974358974e-05
1237,Glycine cleavage complex,8.974358974358974e-05
3123,Thylakoid light-harvesting complex,8.974358974358974e-05
3211,Type III polyketide synthase complex,8.974358974358974e-05
632,Commitment complex,8.974358974358974e-05
544,Ciliary base,8.974358974358974e-05
662,COPII vesicle coat,8.974358974358974e-05
735,Cysteine synthase complex,8.974358974358974e-05
1371,Haustorium,8.974358974358974e-05
428,Cell leading edge,8.974358974358974e-05
1992,MLL1/2 complex,8.974358974358974e-05
567,Clathrin coat,8.974358974358974e-05
41,9+0 motile cilium,8.974358974358974e-05
2508,Polyhedral organelle,8.974358974358974e-05
1989,Mitotic spindle pole body,8.974358974358974e-05
1118,Fatty acid synthase complex,8.974358974358974e-05
678,Costamere,8.974358974358974e-05
2951,Spectrosome,8.974358974358974e-05
1485,insulin-like growth factor binding protein complex,8.974358974358974e-05
2747,Ribonuclease III complex,8.974358974358974e-05
235,ATR-ATRIP complex,8.974358974358974e-05
290,Barr body,8.974358974358974e-05
3329,Zymogen granule,8.974358974358974e-05
244,Auxin efflux carrier complex,8.974358974358974e-05
2891,Signal peptidase complex,8.974358974358974e-05
2978,Spine apparatus,8.974358974358974e-05
542,CIA complex,8.974358974358974e-05
174,Antipodal site,8.974358974358974e-05
2358,Phagolysosome,8.974358974358974e-05
67,Actin cortical patch,8.974358974358974e-05
1179,GABA-A receptor complex,8.974358974358974e-05
1178,GABA receptor complex,8.974358974358974e-05
736,Cytochrome b6f complex,8.974358974358974e-05
3218,Type VI protein secretion system complex,8.974358974358974e-05
886,DnaB helicase complex,8.974358974358974e-05
2948,Specific granule membrane,8.974358974358974e-05
784,Cytosolic creatine kinase complex,8.974358974358974e-05
704,Cvt vesicle,8.974358974358974e-05
900,DPS complex,8.974358974358974e-05
1347,Growth cone,8.974358974358974e-05
1020,ESCRT-0 complex,8.974358974358974e-05
1615,Intrinsic component of mitochondrial inner membrane,8.974358974358974e-05
3103,Telopode,7.692307692307693e-05
652,Contractile ring,7.692307692307693e-05
2878,Sexine,7.692307692307693e-05
2403,Photosystem II oxygen evolving complex,7.692307692307693e-05
262,Azurophil granule,7.692307692307693e-05
2424,PKM2 pyruvate kinase complex,7.692307692307693e-05
237,Autolysosome,7.692307692307693e-05
23,Driver_genes_MET (all),7.692307692307693e-05
1575,interleukin-6 receptor complex,7.692307692307693e-05
2863,Septin ring,7.692307692307693e-05
2136,Noc4p-Nop14p complex,7.692307692307693e-05
2400,Photosystem I reaction center,7.692307692307693e-05
2505,Pollen wall,7.692307692307693e-05
1053,Exosome (RNase complex),7.692307692307693e-05
3222,U12 snRNP,7.692307692307693e-05
1907,Microvillus,7.692307692307693e-05
2588,Primary dendrite,7.692307692307693e-05
203,Apoptosome,7.692307692307693e-05
2706,Recombination nodule,7.692307692307693e-05
2733,Retrotransposon nucleocapsid,7.692307692307693e-05
2489,PNGase complex,7.692307692307693e-05
2343,Perisynaptic extracellular matrix,7.692307692307693e-05
62,Acrosomal matrix,7.692307692307693e-05
1123,Fc-gamma receptor I complex,7.692307692307693e-05
1880,MIB complex,7.692307692307693e-05
2179,Nuclear microtubule,7.692307692307693e-05
2662,proton-transporting V-type ATPase complex,7.692307692307693e-05
1885,Microfibril,7.692307692307693e-05
65,Actin body,7.692307692307693e-05
991,eNoSc complex,7.692307692307693e-05
2616,Protein body,7.692307692307693e-05
1406,Histone mRNA stem-loop binding complex,7.692307692307693e-05
3220,U11 snRNP,7.692307692307693e-05
1380,Hemidesmosome,7.692307692307693e-05
2893,Signal recognition particle receptor complex,7.692307692307693e-05
2519,Polytene chromosome puff,7.692307692307693e-05
2839,Secondary cell wall,7.692307692307693e-05
3228,U2-type catalytic step 2 spliceosome,7.692307692307693e-05
3278,VCB complex,7.692307692307693e-05
1131,Ferritin complex,7.692307692307693e-05
1242,Glycocalyx,7.692307692307693e-05
1526,Integrin alpha4-beta1 complex,7.692307692307693e-05
1459,"Immunoglobulin complex, circulating",7.692307692307693e-05
1164,Fumarate reductase complex,7.692307692307693e-05
2644,protein-carbohydrate complex,7.692307692307693e-05
2215,nucleolus-like body,7.692307692307693e-05
153,Anchored component of membrane,7.692307692307693e-05
695,Cul7-RING ubiquitin ligase complex,7.692307692307693e-05
177,AP-2 adaptor complex,6.41025641025641e-05
2441,Plasma membrane respirasome,6.41025641025641e-05
2630,Protein farnesyltransferase complex,6.41025641025641e-05
463,Central cylinder,6.41025641025641e-05
135,Ammonium transmembrane transporter complex,6.41025641025641e-05
561,cis-Golgi network,6.41025641025641e-05
86,Activin receptor complex,6.41025641025641e-05
3063,Synaptic cleft,6.41025641025641e-05
1482,Inositol phosphoceramide synthase complex,6.41025641025641e-05
1815,Matrilin complex,6.41025641025641e-05
1803,Mannan polymerase complex,6.41025641025641e-05
1471,Inhibitory synapse,6.41025641025641e-05
3309,Xanthine dehydrogenase complex,6.41025641025641e-05
448,Cellular bud neck,6.41025641025641e-05
1742,"light-harvesting complex, peripheral complex",6.41025641025641e-05
3116,Thioglucosidase complex,6.41025641025641e-05
1555,Interferon regulatory factor 7 complex,6.41025641025641e-05
3280,VCP-NSFL1C complex,6.41025641025641e-05
2348,Peroxisomal membrane,6.41025641025641e-05
3085,T-tubule,6.41025641025641e-05
1726,Leaflet of membrane bilayer,6.41025641025641e-05
3172,Transverse filament,6.41025641025641e-05
2040,MutLalpha complex,6.41025641025641e-05
1777,Lytic vacuole,6.41025641025641e-05
554,Ciliary rootlet,6.41025641025641e-05
63,Acrosomal membrane,6.41025641025641e-05
2670,Pseudopodium,6.41025641025641e-05
2680,Pwp2p-containing subcomplex of 90S preribosome,6.41025641025641e-05
3092,TAT protein transport complex,6.41025641025641e-05
2108,Neuron to neuron synapse,6.41025641025641e-05
526,Chromocenter,6.41025641025641e-05
2353,Phagocytic cup,6.41025641025641e-05
1671,Kinesin I complex,6.41025641025641e-05
3271,Vacuolar transporter chaperone complex,6.41025641025641e-05
2558,pre-B cell receptor complex,6.41025641025641e-05
1875,MHC class I peptide loading complex,6.41025641025641e-05
1798,Male pronucleus,6.41025641025641e-05
1923,Mitochondrial cloud,6.41025641025641e-05
706,Cyanelle,6.41025641025641e-05
60,Acroblast,6.41025641025641e-05
2155,NuA4 histone acetyltransferase complex,6.41025641025641e-05
2865,Serine C-palmitoyltransferase complex,6.41025641025641e-05
1212,GID complex,6.41025641025641e-05
2853,Sensory dendrite,6.41025641025641e-05
1183,Galectin lattice,6.41025641025641e-05
2851,senescence-associated heterochromatin focus,6.41025641025641e-05
719,Cyclin B1-CDK1 complex,6.41025641025641e-05
947,Endocytic patch,6.41025641025641e-05
811,Dendritic branch,6.41025641025641e-05
721,Cyclin D1-CDK4 complex,6.41025641025641e-05
675,Cortical microtubule cytoskeleton,6.41025641025641e-05
2213,Nucleolus organizer region,6.41025641025641e-05
923,Ectoplasm,6.41025641025641e-05
810,Dendrite terminus,6.41025641025641e-05
1106,Eyespot apparatus,6.41025641025641e-05
1114,FAR/SIN/STRIPAK complex,6.41025641025641e-05
2775,RNA polymerase III complex,6.41025641025641e-05
1234,Glutathione hydrolase complex,6.41025641025641e-05
3184,Tripartite ATP-independent periplasmic transporter complex,6.41025641025641e-05
3018,Striated muscle thin filament,6.41025641025641e-05
3161,Translation preinitiation complex,6.41025641025641e-05
2829,SCF-Skp2 ubiquitin ligase complex,6.41025641025641e-05
258,Axonemal dynein complex,6.41025641025641e-05
2125,Nitrate reductase complex,6.41025641025641e-05
3007,Stereocilium bundle,6.41025641025641e-05
1059,External side of plasma membrane,6.41025641025641e-05
419,Cell body fiber,6.41025641025641e-05
1248,Glycosome,6.41025641025641e-05
717,Cyclin A2-CDK1 complex,6.41025641025641e-05
815,Dendritic growth cone,6.41025641025641e-05
2093,Nematocyst,5.1282051282051286e-05
50,Acetolactate synthase complex,5.1282051282051286e-05
137,AMPA glutamate receptor complex,5.1282051282051286e-05
242,Autophagosome membrane,5.1282051282051286e-05
2477,Platelet dense granule,5.1282051282051286e-05
38,6-phosphofructokinase complex,5.1282051282051286e-05
837,Desmosome,5.1282051282051286e-05
2877,Sex chromatin,5.1282051282051286e-05
575,clathrin-coated endocytic vesicle membrane,5.1282051282051286e-05
2303,PAT complex,5.1282051282051286e-05
731,cyclin-dependent protein kinase activating kinase holoenzyme co,5.1282051282051286e-05
649,Conoid,5.1282051282051286e-05
2207,Nucleolar chromatin,5.1282051282051286e-05
916,Early endosome membrane,5.1282051282051286e-05
1079,Extrinsic component of cytoplasmic side of plasma membrane,5.1282051282051286e-05
2470,plastid-encoded plastid RNA polymerase complex,5.1282051282051286e-05
2166,Nuclear envelope adjacent to nuclear pore complex,5.1282051282051286e-05
864,DNA polymerase III complex,5.1282051282051286e-05
868,DNA recombinase complex,5.1282051282051286e-05
3121,Thrombospondin complex,5.1282051282051286e-05
1475,Inner kinetochore,5.1282051282051286e-05
3109,Terminal web,5.1282051282051286e-05
484,Checkpoint clamp complex,5.1282051282051286e-05
1152,Flemming body,5.1282051282051286e-05
2604,Proteasome activator complex,5.1282051282051286e-05
1536,Integrin alphaIIb-beta3 complex,5.1282051282051286e-05
2598,Proplastid,5.1282051282051286e-05
176,AP-1 adaptor complex,5.1282051282051286e-05
898,Dopaminergic synapse,5.1282051282051286e-05
2800,Ruffle,5.1282051282051286e-05
349,BRCA1-BARD1 complex,5.1282051282051286e-05
2087,nBAF complex,5.1282051282051286e-05
2018,MTREC complex,5.1282051282051286e-05
2291,PAN complex,5.1282051282051286e-05
336,BLOC-3 complex,5.1282051282051286e-05
1963,Mitochondrial respiratory chain complex I,5.1282051282051286e-05
3014,Storage vacuole,5.1282051282051286e-05
2313,Pellicle,5.1282051282051286e-05
1942,Mitochondrial iron-sulfur cluster assembly complex,5.1282051282051286e-05
654,Contractile vacuole,5.1282051282051286e-05
1894,Microspike,5.1282051282051286e-05
284,bacteroid-containing symbiosome,5.1282051282051286e-05
953,Endolysosome lumen,5.1282051282051286e-05
1266,GO:0005667,5.1282051282051286e-05
653,Contractile vacuolar membrane,5.1282051282051286e-05
2498,Polarisome,5.1282051282051286e-05
2739,Rhoptry,5.1282051282051286e-05
559,Ciliary vesicle,5.1282051282051286e-05
2497,Polar tube,5.1282051282051286e-05
185,Apical cytoplasm,5.1282051282051286e-05
2004,MPF complex,5.1282051282051286e-05
3200,Type I interferon receptor complex,5.1282051282051286e-05
204,Apoptotic body,5.1282051282051286e-05
1362,H zone,5.1282051282051286e-05
541,Chylomicron remnant,5.1282051282051286e-05
298,Basal plasma membrane,5.1282051282051286e-05
2417,Pilus tip,5.1282051282051286e-05
655,Contractile vacuole complex,5.1282051282051286e-05
752,Cytoplasmic periphery of the nuclear pore complex,5.1282051282051286e-05
3192,Troponin complex,5.1282051282051286e-05
2390,Photoreceptor inner segment,5.1282051282051286e-05
3005,Stereocilium,5.1282051282051286e-05
2769,RNA nuclear export complex,5.1282051282051286e-05
950,Endocytic vesicle membrane,5.1282051282051286e-05
429,Cell outer membrane,5.1282051282051286e-05
1977,"Mitotic checkpoint complex, CDC20-MAD2 subcomplex",5.1282051282051286e-05
2548,Postsynaptic specialization,5.1282051282051286e-05
192,Apical plasma membrane,5.1282051282051286e-05
650,Contractile actin filament bundle,5.1282051282051286e-05
3274,vacuole-mitochondrion membrane contact site,5.1282051282051286e-05
3115,Thiazole synthase complex,5.1282051282051286e-05
971,Endoplasmic reticulum tubular network,5.1282051282051286e-05
1893,Micropyle,5.1282051282051286e-05
2527,post-spliceosomal complex,5.1282051282051286e-05
2007,MPT synthase complex,5.1282051282051286e-05
1663,Karyomere,5.1282051282051286e-05
1256,GMP reductase complex,5.1282051282051286e-05
1657,Isw1b complex,5.1282051282051286e-05
2846,Secretory granule membrane,3.846153846153846e-05
3082,Syp1 complex,3.846153846153846e-05
2042,MutLgamma complex,3.846153846153846e-05
1547,Intercalated disc,3.846153846153846e-05
371,Calcitonin family receptor complex,3.846153846153846e-05
2495,Polar microtubule,3.846153846153846e-05
2513,Polysomal ribosome,3.846153846153846e-05
295,Basal ectoplasmic specialization,3.846153846153846e-05
2599,Prospore contractile ring,3.846153846153846e-05
2942,Sorting endosome,3.846153846153846e-05
1826,Medial cortical node,3.846153846153846e-05
2908,SLAC complex,3.846153846153846e-05
1130,ferredoxin-thioredoxin reductase complex,3.846153846153846e-05
2845,Secretory granule lumen,3.846153846153846e-05
1818,mBAF complex,3.846153846153846e-05
1128,Female pronucleus,3.846153846153846e-05
1699,laminin-5 complex,3.846153846153846e-05
979,Endosomal scaffold complex,3.846153846153846e-05
3279,VCP-NPL4-UFD1 AAA ATPase complex,3.846153846153846e-05
3302,W chromosome,3.846153846153846e-05
2448,Plasmodesma,3.846153846153846e-05
2394,Photoreceptor proximal connecting cilium,3.846153846153846e-05
2992,SPOTS complex,3.846153846153846e-05
2407,Phycobilisome,3.846153846153846e-05
3084,T-bar,3.846153846153846e-05
920,EARP complex,3.846153846153846e-05
568,Clathrin coat of coated pit,3.846153846153846e-05
1050,exon-exon junction subcomplex mago-y14,3.846153846153846e-05
477,CERF complex,3.846153846153846e-05
1656,Isw1a complex,3.846153846153846e-05
1655,Isw1 complex,3.846153846153846e-05
1013,esBAF complex,3.846153846153846e-05
277,bacterial-type flagellum,3.846153846153846e-05
2015,MsbA transporter complex,3.846153846153846e-05
734,Cyst wall,3.846153846153846e-05
131,Alveolar lamellar body membrane,3.846153846153846e-05
3163,Translation repressor complex,3.846153846153846e-05
36,5-lipoxygenase complex,3.846153846153846e-05
2556,PR-DUB complex,3.846153846153846e-05
1641,Inward rectifying potassium channel,3.846153846153846e-05
2026,Multiple synapse bouton,3.846153846153846e-05
725,Cyclin D3-CDK4 complex,3.846153846153846e-05
1664,Katanin complex,3.846153846153846e-05
2886,Shu complex,3.846153846153846e-05
2904,skein-like inclusion,3.846153846153846e-05
40,7SK snRNP,3.846153846153846e-05
2464,Plastid ribosome,3.846153846153846e-05
903,Dsl1/NZR complex,3.846153846153846e-05
2389,Photoreceptor distal connecting cilium,3.846153846153846e-05
343,Box H/ACA scaRNP complex,3.846153846153846e-05
2299,Paranode region of axon,3.846153846153846e-05
3221,U11/U12 snRNP,3.846153846153846e-05
556,Ciliary tip,3.846153846153846e-05
2584,Presynaptic membrane,3.846153846153846e-05
1073,Extrachromosomal circular DNA,3.846153846153846e-05
2579,Presynaptic endocytic zone,3.846153846153846e-05
2305,PCNA complex,3.846153846153846e-05
1778,Lytic vacuole membrane,3.846153846153846e-05
1032,Eukaryotic translation elongation factor 1 complex,3.846153846153846e-05
399,cation-transporting ATPase complex,3.846153846153846e-05
686,CTDK-1 complex,3.846153846153846e-05
1429,Hyphal cell wall,3.846153846153846e-05
777,Cytoproct,3.846153846153846e-05
1908,Microvillus membrane,3.846153846153846e-05
1392,high-affinity iron permease complex,3.846153846153846e-05
1472,Inner acrosomal membrane,3.846153846153846e-05
1904,Microtubule plus-end,3.846153846153846e-05
3289,Vesicle lumen,3.846153846153846e-05
818,Dendritic microtubule,3.846153846153846e-05
694,Cul5-RING ubiquitin ligase complex,3.846153846153846e-05
674,Cortical microtubule,3.846153846153846e-05
1858,Mesosome,3.846153846153846e-05
829,Dense core granule,3.846153846153846e-05
1852,Membrane stack,3.846153846153846e-05
1354,GTPase activator complex,3.846153846153846e-05
196,Apical recycling endosome,3.846153846153846e-05
611,Collagen trimer,3.846153846153846e-05
1153,Flotillin complex,3.846153846153846e-05
2813,Sarcoglycan complex,3.846153846153846e-05
1186,gamma-delta T cell receptor complex,3.846153846153846e-05
102,Alkyl hydroperoxide reductase complex,3.846153846153846e-05
1243,Glycogen granule,3.846153846153846e-05
97,AIM2 inflammasome complex,3.846153846153846e-05
1391,HICS complex,3.846153846153846e-05
1846,Membrane attack complex,3.846153846153846e-05
292,Basal cortex,3.846153846153846e-05
73,Actin filament bundle,3.846153846153846e-05
795,DASH complex,3.846153846153846e-05
2329,Perikaryon,3.846153846153846e-05
2772,RNA polymerase II termination complex,3.846153846153846e-05
2362,Phagophore assembly site membrane,3.846153846153846e-05
1877,MHC class Ib protein complex,3.846153846153846e-05
690,Cul3-RING ubiquitin ligase complex,3.846153846153846e-05
1209,Gerontoplast,3.846153846153846e-05
2735,Rhabdomere,3.846153846153846e-05
1878,MHC class II protein complex,3.846153846153846e-05
3187,tRNA (m7G46) methyltransferase complex,3.846153846153846e-05
2439,Plasma membrane raft,3.846153846153846e-05
1911,Migrasome,3.846153846153846e-05
2641,Protein storage vacuole,3.846153846153846e-05
2637,Protein phosphatase inhibitor complex,3.846153846153846e-05
3027,Subsynaptic reticulum,3.846153846153846e-05
3252,Ubp3-Bre5 deubiquitination complex,3.846153846153846e-05
1196,GATOR2 complex,3.846153846153846e-05
1756,Lsd1/2 complex,2.5641025641025643e-05
2020,Mucin granule,2.5641025641025643e-05
2328,Periciliary membrane compartment,2.5641025641025643e-05
1247,Glycoprotein network,2.5641025641025643e-05
1639,Investment cone,2.5641025641025643e-05
213,ascospore-type prospore,2.5641025641025643e-05
1393,high-density lipoprotein particle,2.5641025641025643e-05
1402,Histone H3-containing nucleosome,2.5641025641025643e-05
2209,Nucleolar preribosome,2.5641025641025643e-05
2965,Sperm plasma membrane,2.5641025641025643e-05
3126,Tic complex,2.5641025641025643e-05
1233,glutamyl-tRNA(Gln) amidotransferase complex,2.5641025641025643e-05
2690,Rad17 RFC-like complex,2.5641025641025643e-05
178,AP-3 adaptor complex,2.5641025641025643e-05
834,Dentate gyrus mossy fiber,2.5641025641025643e-05
1407,Histone pre-mRNA 3'end processing complex,2.5641025641025643e-05
3186,tRNA (m1A) methyltransferase complex,2.5641025641025643e-05
729,Cyclin K-CDK12 complex,2.5641025641025643e-05
1417,Hrd1p ubiquitin ligase complex,2.5641025641025643e-05
2676,PTW/PP1 phosphatase complex,2.5641025641025643e-05
2200,Nuclear SCF ubiquitin ligase complex,2.5641025641025643e-05
3254,UDP-N-acetylglucosamine transferase complex,2.5641025641025643e-05
218,ASTRA complex,2.5641025641025643e-05
1017,ESCRT II complex,2.5641025641025643e-05
44,9+2 non-motile cilium,2.5641025641025643e-05
1383,Heparanase complex,2.5641025641025643e-05
2543,Postsynaptic Golgi apparatus,2.5641025641025643e-05
1929,Mitochondrial DNA-directed RNA polymerase complex,2.5641025641025643e-05
2423,PKM2 protein kinase complex,2.5641025641025643e-05
2345,Perivitelline space,2.5641025641025643e-05
1997,monolayer-surrounded lipid storage body,2.5641025641025643e-05
1996,Mon1-Ccz1 complex,2.5641025641025643e-05
949,Endocytic vesicle lumen,2.5641025641025643e-05
2742,Rhoptry neck,2.5641025641025643e-05
2127,Nitrogenase complex,2.5641025641025643e-05
497,Chloroplast nucleoid,2.5641025641025643e-05
81,Active sex chromosome,2.5641025641025643e-05
1302,GO:0090576,2.5641025641025643e-05
803,Dehydrodolichyl diphosphate synthase complex,2.5641025641025643e-05
2913,Slx1-Slx4 complex,2.5641025641025643e-05
469,Centriolar subdistal appendage,2.5641025641025643e-05
2228,nucleotide-excision repair factor 2 complex,2.5641025641025643e-05
3214,Type IV pilus,2.5641025641025643e-05
1716,Lateral element,2.5641025641025643e-05
1687,Lamin filament,2.5641025641025643e-05
2347,Peroxisomal matrix,2.5641025641025643e-05
2000,Monopolin complex,2.5641025641025643e-05
838,Deuterosome,2.5641025641025643e-05
2487,plus-end kinesin complex,2.5641025641025643e-05
326,Bilobe structure,2.5641025641025643e-05
466,Central vacuole,2.5641025641025643e-05
2538,Postsynaptic endocytic zone,2.5641025641025643e-05
1255,Glyoxysome,2.5641025641025643e-05
2694,Rad6-Rad18 complex,2.5641025641025643e-05
665,Copper ion transmembrane transporter complex,2.5641025641025643e-05
1667,Keratohyalin granule,2.5641025641025643e-05
1682,L-type voltage-gated calcium channel complex,2.5641025641025643e-05
2416,Pilus shaft,2.5641025641025643e-05
2388,Photoreceptor disc membrane,2.5641025641025643e-05
2918,Small ribosomal subunit processing complex,2.5641025641025643e-05
999,Equatorial cell cortex,2.5641025641025643e-05
997,Epididymosome,2.5641025641025643e-05
1353,Growth hormone receptor complex,2.5641025641025643e-05
263,Azurophil granule lumen,2.5641025641025643e-05
1003,ER to Golgi transport vesicle membrane,2.5641025641025643e-05
919,Early recombination nodule,2.5641025641025643e-05
1569,interleukin-27 complex,2.5641025641025643e-05
1170,Fusome,2.5641025641025643e-05
348,BRCA1-B complex,2.5641025641025643e-05
2408,pi-body,2.5641025641025643e-05
2661,"proton-transporting two-sector ATPase complex, proton-transport",2.5641025641025643e-05
3061,synapse-associated extracellular matrix,2.5641025641025643e-05
2059,Myosin II filament,2.5641025641025643e-05
1825,Medial cortex,2.5641025641025643e-05
1860,Metallochaperone complex,2.5641025641025643e-05
698,CURI complex,2.5641025641025643e-05
1538,Integrin alphaM-beta2 complex,2.5641025641025643e-05
2615,Protein aggregate center,2.5641025641025643e-05
969,Endoplasmic reticulum Sec complex,2.5641025641025643e-05
1867,methionine-importing complex,2.5641025641025643e-05
2456,Plastid inner membrane,2.5641025641025643e-05
1474,Inner dynein arm,2.5641025641025643e-05
2856,Septate junction,2.5641025641025643e-05
1865,Methionine adenosyltransferase complex,2.5641025641025643e-05
2854,separase-securin complex,2.5641025641025643e-05
1169,Fusiform vesicle,2.5641025641025643e-05
3195,Tubular endosome,2.5641025641025643e-05
769,Cytoplasmic side of plasma membrane,2.5641025641025643e-05
1936,Mitochondrial inner membrane assembly complex,2.5641025641025643e-05
2375,"Phosphatidylinositol 3-kinase complex, class III, type II",2.5641025641025643e-05
859,DNA ligase III-XRCC1 complex,2.5641025641025643e-05
2296,Parallel fiber,2.5641025641025643e-05
320,beta-heterochromatin,2.5641025641025643e-05
3106,Terminal cisterna,2.5641025641025643e-05
27,1-alkyl-2-acetylglycerophosphocholine esterase complex,2.5641025641025643e-05
714,cyclic-nucleotide phosphodiesterase complex,2.5641025641025643e-05
1533,Integrin alpha9-beta1 complex,2.5641025641025643e-05
2197,Nuclear replisome,2.5641025641025643e-05
1540,Integrin alphav-beta3 complex,2.5641025641025643e-05
417,Cdr2 medial cortical node complex,2.5641025641025643e-05
3295,Viral transcriptional complex,2.5641025641025643e-05
1136,Fibrillar collagen trimer,2.5641025641025643e-05
2045,MutSbeta complex,2.5641025641025643e-05
1072,Extracellular vesicle,2.5641025641025643e-05
2473,Plastoglobule,2.5641025641025643e-05
3308,Woronin body,2.5641025641025643e-05
2031,Multivesicular body membrane,2.5641025641025643e-05
592,CLRC complex,2.5641025641025643e-05
386,Cardiac myofibril,2.5641025641025643e-05
2404,Photosystem II reaction center,2.5641025641025643e-05
230,ATP-dependent citrate lyase complex,2.5641025641025643e-05
1831,Megasporocyte nucleus,2.5641025641025643e-05
3025,Subpellicular network,2.5641025641025643e-05
3015,Stress fiber,2.5641025641025643e-05
2063,Myosin phosphatase complex,2.5641025641025643e-05
407,CBM complex,2.5641025641025643e-05
2398,Photosystem I,1.2820512820512822e-05
1954,Mitochondrial prohibitin complex,1.2820512820512822e-05
2971,Spindle envelope,1.2820512820512822e-05
480,chaperone-mediated autophagy translocation complex,1.2820512820512822e-05
2998,Starch utilization system complex,1.2820512820512822e-05
2230,nucleotide-excision repair factor 4 complex,1.2820512820512822e-05
801,Decoy receptor complex,1.2820512820512822e-05
2950,spectrin-associated cytoskeleton,1.2820512820512822e-05
772,Cytoplasmic U snRNP body,1.2820512820512822e-05
2229,nucleotide-excision repair factor 3 complex,1.2820512820512822e-05
514,Chlorosome,1.2820512820512822e-05
1920,Mitochondrial alpha-ketoglutarate dehydrogenase complex,1.2820512820512822e-05
1832,Mei2 nuclear dot complex,1.2820512820512822e-05
18,Driver_genes_MUT (KIRP),1.2820512820512822e-05
1739,Lid2 complex,1.2820512820512822e-05
89,ADA complex,1.2820512820512822e-05
1910,Middle lamella,1.2820512820512822e-05
332,Blepharoplast,1.2820512820512822e-05
2412,pICln-Sm protein complex,1.2820512820512822e-05
3285,Ventral surface of cell,1.2820512820512822e-05
297,Basal part of cell,1.2820512820512822e-05
511,Chloroplast thylakoid membrane protein complex,1.2820512820512822e-05
887,DnaB-DnaC complex,1.2820512820512822e-05
2461,Plastid nucleoid,1.2820512820512822e-05
1901,Microtubule minus-end,1.2820512820512822e-05
1782,Macrolide transmembrane transporter complex,1.2820512820512822e-05
527,Chromoplast,1.2820512820512822e-05
334,BLOC-1 complex,1.2820512820512822e-05
3294,Viral RNA-directed RNA polymerase complex,1.2820512820512822e-05
1934,Mitochondrial inner boundary membrane,1.2820512820512822e-05
2962,Sperm individualization complex,1.2820512820512822e-05
335,BLOC-2 complex,1.2820512820512822e-05
1785,Macropinocytic cup,1.2820512820512822e-05
2472,plastid-encoded plastid RNA polymerase complex B,1.2820512820512822e-05
2239,Old mitotic spindle pole body,1.2820512820512822e-05
1869,Methyl accepting chemotaxis protein complex,1.2820512820512822e-05
282,bacterial-type flagellum hook,1.2820512820512822e-05
2927,Smooth endoplasmic reticulum membrane,1.2820512820512822e-05
1779,M band,1.2820512820512822e-05
917,Early phagosome,1.2820512820512822e-05
329,Biofilm matrix,1.2820512820512822e-05
1876,MHC class I protein complex,1.2820512820512822e-05
3124,Thylakoid lumen,1.2820512820512822e-05
3099,Telomerase catalytic core complex,1.2820512820512822e-05
269,B875 antenna complex,1.2820512820512822e-05
2923,SMN-Sm protein complex,1.2820512820512822e-05
1810,Mastigoneme,1.2820512820512822e-05
2434,Plasma membrane of cell tip,1.2820512820512822e-05
814,Dendritic filopodium,1.2820512820512822e-05
280,bacterial-type flagellum filament,1.2820512820512822e-05
28,"1,3-beta-D-glucan synthase complex",1.2820512820512822e-05
267,B800-820 antenna complex,1.2820512820512822e-05
822,Dendritic spine head,1.2820512820512822e-05
535,"chromosome, centromeric core domain",1.2820512820512822e-05
1862,Methane monooxygenase complex,1.2820512820512822e-05
490,Chloroplast ATP synthase complex,1.2820512820512822e-05
1978,Mitotic cohesin complex,1.2820512820512822e-05
1759,Lst4-Lst7 complex,1.2820512820512822e-05
3176,TRAPPII protein complex,1.2820512820512822e-05
270,Bacterial biofilm matrix,1.2820512820512822e-05
846,Dinoflagellate hypocone,1.2820512820512822e-05
1796,Male germ cell nucleus,1.2820512820512822e-05
1757,Lsm1-7-Pat1 complex,1.2820512820512822e-05
87,Actomyosin,1.2820512820512822e-05
768,Cytoplasmic side of nuclear pore,1.2820512820512822e-05
502,Chloroplast ribosome,1.2820512820512822e-05
1821,MCM8-MCM9 complex,1.2820512820512822e-05
798,Dcp1-Dcp2 complex,1.2820512820512822e-05
1576,interleukin-7 receptor complex,1.2820512820512822e-05
2351,Pexophagosome,1.2820512820512822e-05
2780,RNP body,1.2820512820512822e-05
409,CCR4-NOT core complex,1.2820512820512822e-05
2838,Sec62/Sec63 complex,1.2820512820512822e-05
2778,RNA-directed RNA polymerase complex,1.2820512820512822e-05
2777,RNA polymerase V complex,1.2820512820512822e-05
1389,Heterotrimeric G-protein complex,1.2820512820512822e-05
447,Cellular bud,1.2820512820512822e-05
3240,U4atac/U6atac x U5 tri-snRNP complex,1.2820512820512822e-05
154,Anchored component of plasma membrane,1.2820512820512822e-05
1253,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (G,1.2820512820512822e-05
2695,RAD6-UBR2 ubiquitin ligase complex,1.2820512820512822e-05
671,Cortical granule,1.2820512820512822e-05
1549,Intercellular canaliculus,1.2820512820512822e-05
3168,Transnitrosylase complex,1.2820512820512822e-05
2593,Procentriole,1.2820512820512822e-05
206,ARC complex,1.2820512820512822e-05
2852,senescence-associated vacuole,1.2820512820512822e-05
2762,Ripoptosome,1.2820512820512822e-05
1557,interleukin-1 receptor complex,1.2820512820512822e-05
2039,Mutator focus,1.2820512820512822e-05
2859,Septin collar,1.2820512820512822e-05
720,Cyclin B2-CDK1 complex,1.2820512820512822e-05
